"","CLLT_FP_PRNO","INCB_DVSN","ETRS_YM","FIRE_YM","BEFO_JOB","EDGB","BRCH_CODE","ETRS_YM_YEAR","FIRE_YM_YEAR"
"458",14002,"R","200808","201010","보험관계인","#",289,2008,2010
"459",16447,"R","201006","201112","기타","대학졸",80,2010,2011
"460",16514,"P","201006","999912","기타","#",25,2010,9999
"461",28654,"P","199812","999912","기타","#",80,1998,9999
"462",10656,"R","200603","201502","보험관계인","고졸",155,2006,2015
"463",16857,"P","201010","999912","기타","#",84,2010,9999
"464",29579,"R","199906","201110","기타","#",124,1999,2011
"465",14436,"R","200812","201306","기타","#",116,2008,2013
"466",1690,"R","200011","201105","무직","대학졸",116,2000,2011
"467",2955,"R","200107","201504","기타","고졸",84,2001,2015
"468",13458,"P","200804","999912","기타","고졸",21,2008,9999
"469",8825,"P","200412","999912","기타","#",299,2004,9999
"470",17591,"P","201105","999912","기타","#",14,2011,9999
"471",17612,"R","201105","201312","교육부문","대학졸",113,2011,2013
"472",17704,"R","201106","201511","기타","#",259,2011,2015
"473",17426,"R","201104","201203","보험관계인","#",204,2011,2012
"474",17210,"P","201102","999912","기타","고졸",90,2011,9999
"475",17512,"R","201104","201507","기타","#",284,2011,2015
"476",17647,"P","201106","999912","보험관계인","#",269,2011,9999
"477",17262,"R","201102","201404","보험관계인","고졸",288,2011,2014
"478",17701,"R","201106","201201","보험관계인","#",270,2011,2012
"479",9104,"P","200503","999912","기타","#",11,2005,9999
"480",18021,"P","201110","999912","기타","고졸",49,2011,9999
"481",17054,"R","201012","201305","기타","#",124,2010,2013
"482",17898,"R","201109","201602","기타","고졸",45,2011,2016
"483",15934,"P","201001","999912","금융부문","#",143,2010,9999
"484",10664,"R","200604","201212","기타","대학졸",154,2006,2012
"485",17710,"R","201106","201308","금융부문","고졸",42,2011,2013
"486",18088,"P","201111","999912","기타","대학졸",96,2011,9999
"487",18107,"R","201111","201304","기타","#",146,2011,2013
"488",17903,"P","201109","999912","기타","#",44,2011,9999
"489",17893,"R","201109","201301","기타","대학졸",14,2011,2013
"490",16747,"P","201009","999912","기타","대학졸",38,2010,9999
"491",16763,"P","201009","999912","기타","#",86,2010,9999
"492",18539,"R","201206","201602","기타","#",88,2012,2016
"493",18622,"R","201207","201402","기타","고졸",305,2012,2014
"494",18852,"P","201210","999912","기타","고졸",318,2012,9999
"495",18902,"R","201211","201410","기타","고졸",88,2012,2014
"496",17228,"P","201102","999912","기타","#",125,2011,9999
"497",17733,"R","201107","201605","기타","#",75,2011,2016
"498",19045,"R","201301","201506","기타","대학졸",16,2013,2015
"499",18923,"R","201211","201409","기타","대학졸",143,2012,2014
"500",17811,"R","201108","201407","영업직(판","#",156,2011,2014
"501",19052,"P","201301","999912","보험관계인","전문대졸",191,2013,9999
"502",16648,"R","201008","201510","기타","#",82,2010,2015
"503",10418,"P","200602","999912","기타","#",55,2006,9999
"504",18898,"R","201211","201402","보험관계인","#",313,2012,2014
"505",19186,"R","201303","201407","기타","#",111,2013,2014
"506",24008,"P","199506","999912","기타","고졸",75,1995,9999
"507",19037,"P","201301","999912","기타","#",299,2013,9999
"508",19035,"R","201301","201404","기타","#",32,2013,2014
"509",19608,"R","201312","201501","기타","#",90,2013,2015
"510",18318,"R","201203","201406","기타","대학졸",21,2012,2014
"511",17867,"R","201108","201502","기타","고졸",111,2011,2015
"512",17813,"P","201108","999912","기타","#",45,2011,9999
"513",19540,"P","201310","999912","기타","#",120,2013,9999
"514",19646,"R","201312","201409","회사원","#",170,2013,2014
"515",19669,"R","201401","201410","기타","고졸",116,2014,2014
"516",18613,"P","201207","999912","기타","#",75,2012,9999
"517",27849,"P","199803","999912","기타","고졸",21,1998,9999
"518",19789,"R","201404","201604","기타","고졸",75,2014,2016
"519",19844,"R","201406","201501","회사원","#",57,2014,2015
"520",19666,"R","201401","201507","기타","#",13,2014,2015
"521",18838,"P","201210","999912","기타","#",145,2012,9999
"522",19461,"P","201308","999912","기타","고졸",13,2013,9999
"523",18448,"P","201205","999912","기타","#",305,2012,9999
"524",20141,"P","201503","999912","금융부문","고졸",280,2015,9999
"525",19699,"P","201402","999912","기타","#",29,2014,9999
"526",18889,"P","201210","999912","기타","고졸",299,2012,9999
"527",20323,"P","201603","999912","기타","#",302,2016,9999
"528",26173,"R","199703","200007","기타","#",99999999,1997,2000
"529",26772,"R","199703","200111","기타","고졸",103,1997,2001
"530",23130,"R","199303","200105","기타","고졸",141,1993,2001
"531",23204,"R","199311","199812","기타","고졸",158,1993,1998
"532",27503,"R","199801","199807","기타","고졸",55,1998,1998
"533",26648,"R","199709","199806","무직","고졸",88,1997,1998
"534",20535,"R","197109","200111","기타","고졸",99999999,1971,2001
"535",21073,"R","198801","200008","기타","고졸",78,1988,2000
"536",26523,"R","199701","200107","기타","고졸",42,1997,2001
"537",23982,"R","199503","200502","기타","고졸",55,1995,2005
"538",27231,"R","199708","199910","기타","고졸",156,1997,1999
"539",24183,"R","199502","200809","사기업체","고졸",78,1995,2008
"540",22535,"R","199212","199809","기타","#",105,1992,1998
"541",26957,"R","199706","199901","무직","고졸",145,1997,1999
"542",26586,"R","199711","199807","기타","고졸",90,1997,1998
"543",26533,"R","199705","200301","기타","고졸",42,1997,2003
"544",22581,"R","199211","199807","기타","고졸",141,1992,1998
"545",29225,"R","199803","199903","무직","고졸",99999999,1998,1999
"546",26369,"R","199711","200106","기타","고졸",45,1997,2001
"547",23888,"R","199409","199906","기타","#",143,1994,1999
"548",28018,"R","199804","199812","기타","고졸",64,1998,1998
"549",22955,"R","199303","200004","기타","고졸",80,1993,2000
"550",26879,"R","199711","199812","기타","고졸",106,1997,1998
"551",28005,"R","199805","199905","기타","고졸",99999999,1998,1999
"552",23457,"R","199409","200209","기타","#",64,1994,2002
"553",29158,"R","199807","199810","기타","고졸",150,1998,1998
"554",21147,"R","198804","200802","사기업체","고졸",113,1988,2008
"555",6100,"R","200304","201010","기타","고졸",156,2003,2010
"556",3625,"R","200104","200312","기타","대학졸",204,2001,2003
"557",2661,"R","200103","200502","기타","중졸",29,2001,2005
"558",24788,"P","199512","999912","기타","#",125,1995,9999
"559",26168,"R","199707","200404","무직","고졸",17,1997,2004
"560",5172,"R","200202","200603","보험관계인","고졸",68,2002,2006
"561",1938,"R","200006","200506","기타","고졸",205,2000,2005
"562",24587,"R","199508","200902","기타","고졸",141,1995,2009
"563",3904,"R","200111","200906","보험관계인","중졸",281,2001,2009
"564",4600,"R","200202","200601","기타","고졸",118,2002,2006
"565",27099,"R","199710","200603","무직","#",148,1997,2006
"566",3984,"R","200105","200512","회사원","고졸",191,2001,2005
"567",29764,"R","199911","200910","기타","고졸",69,1999,2009
"568",30135,"P","199902","999912","기타","고졸",45,1999,9999
"569",20864,"P","198702","999912","기타","고졸",11,1987,9999
"570",7028,"C","200312","200312","기타","고졸",163,2003,2003
"571",26773,"R","199705","201412","기타","#",103,1997,2014
"572",6184,"R","200306","201010","기타","고졸",49,2003,2010
"573",6189,"R","200306","200603","기타","고졸",66,2003,2006
"574",27268,"R","199710","200706","무직","고졸",205,1997,2007
"575",5319,"R","200202","200806","기타","고졸",244,2002,2008
"576",7271,"R","200401","200411","기타","고졸",32,2004,2004
"577",894,"P","200001","999912","기타","고졸",29,2000,9999
"578",5049,"R","200201","201104","보험관계인","고졸",274,2002,2011
"579",3081,"R","200102","200509","기타","대학졸",103,2001,2005
"580",28204,"R","199805","201012","기타","고졸",29,1998,2010
"581",6516,"R","200309","200407","무직","고졸",8,2003,2004
"582",6504,"R","200308","200410","기타","고졸",90,2003,2004
"583",24464,"R","199505","201210","기타","고졸",103,1995,2012
"584",22530,"R","199201","200912","기타","고졸",100,1992,2009
"585",7567,"R","200403","200406","기타","#",12,2004,2004
"586",4531,"R","200209","200609","기타","고졸",86,2002,2006
"587",7961,"R","200406","200601","기타","대학졸",16,2004,2006
"588",7986,"R","200406","200409","무직","고졸",160,2004,2004
"589",23514,"R","199403","201409","기타","#",59,1994,2014
"590",7110,"R","200312","200603","기타","고졸",191,2003,2006
"591",26776,"R","199709","200812","무직","고졸",103,1997,2008
"592",6417,"R","200308","200608","기타","전문대졸",116,2003,2006
"593",29206,"P","199804","999912","무직","고졸",167,1998,9999
"594",28571,"R","199807","200802","기타","#",88,1998,2008
"595",21686,"R","199001","200610","기타","고졸",84,1990,2006
"596",3447,"R","200103","200911","기타","#",163,2001,2009
"597",7027,"R","200312","201201","기타","#",29,2003,2012
"598",22765,"R","199301","201102","기타","#",19,1993,2011
"599",8255,"R","200408","200511","기타","고졸",24,2004,2005
"600",26000,"R","199706","200908","기타","고졸",55,1997,2009
"601",2986,"R","200104","200509","무직","고졸",118,2001,2005
"602",7438,"R","200403","200507","무직","고졸",84,2004,2005
"603",8248,"R","200408","200503","기타","#",24,2004,2005
"604",2687,"R","200104","200509","기타","전문대졸",47,2001,2005
"605",4745,"R","200207","200504","무직","#",111,2002,2005
"606",3928,"R","200111","201003","보험관계인","#",286,2001,2010
"607",21582,"R","199012","200611","기타","고졸",127,1990,2006
"608",4808,"R","200209","200801","기타","#",145,2002,2008
"609",27217,"R","199706","201404","기타","#",163,1997,2014
"610",4669,"R","200205","200703","자유업","고졸",108,2002,2007
"611",7591,"R","200404","200601","기타","고졸",160,2004,2006
"612",490,"R","200010","200803","기타","고졸",16,2000,2008
"613",2023,"P","200003","999912","무직","고졸",154,2000,9999
"614",26190,"R","199702","200910","기타","고졸",25,1997,2009
"615",7629,"R","200404","200810","기타","고졸",29,2004,2008
"616",30876,"R","199905","201203","기타","#",100,1999,2012
"617",27244,"R","199705","200801","기타","고졸",156,1997,2008
"618",5233,"R","200202","200902","보험관계인","고졸",238,2002,2009
"619",23748,"R","199403","201205","사기업체","고졸",111,1994,2012
"620",8992,"R","200502","200511","보험관계인","고졸",24,2005,2005
"621",5071,"R","200203","201002","보험관계인","고졸",281,2002,2010
"622",27071,"R","199712","201110","무직","고졸",163,1997,2011
"623",9621,"R","200507","200601","회사원","#",37,2005,2006
"624",25716,"R","199610","201301","기타","고졸",158,1996,2013
"625",9235,"R","200504","200705","회사원","#",163,2005,2007
"626",9828,"R","200509","200701","일반기업","#",135,2005,2007
"627",9396,"R","200505","200811","기타","#",50,2005,2008
"628",25709,"R","199605","201212","사기업체","고졸",158,1996,2012
"629",21750,"R","199012","200807","기타","고졸",106,1990,2008
"630",9966,"R","200510","200805","기타","고졸",121,2005,2008
"631",3546,"R","200109","200907","기타","고졸",156,2001,2009
"632",9830,"R","200509","200702","기타","고졸",45,2005,2007
"633",25721,"R","199602","201304","기타","#",125,1996,2013
"634",10132,"R","200512","200607","기타","고졸",61,2005,2006
"635",9511,"R","200506","201002","보험관계인","고졸",281,2005,2010
"636",6971,"R","200312","201606","기타","#",42,2003,2016
"637",9929,"R","200510","200703","자유업","대학졸",103,2005,2007
"638",21134,"R","198812","200611","학생","고졸",118,1988,2006
"639",8689,"R","200411","200606","기타","#",11,2004,2006
"640",6257,"R","200307","200612","보험관계인","고졸",99,2003,2006
"641",7367,"R","200402","200712","무직","대학졸",120,2004,2007
"642",8110,"R","200407","200905","기타","#",121,2004,2009
"643",5103,"R","200208","200606","보험관계인","고졸",98,2002,2006
"644",22777,"P","199306","999912","기타","#",21,1993,9999
"645",20357,"R","198309","200705","기타","중졸",104,1983,2007
"646",10526,"R","200603","200903","기타","#",240,2006,2009
"647",9819,"R","200509","200609","기타","#",90,2005,2006
"648",6510,"R","200309","200710","기타","고졸",69,2003,2007
"649",8108,"R","200407","200804","기타","#",88,2004,2008
"650",24274,"R","199509","200805","기타","대학졸",32,1995,2008
"651",20865,"P","198708","999912","기타","#",55,1987,9999
"652",8856,"P","200501","999912","회사원","#",37,2005,9999
"653",7666,"R","200404","200701","기타","#",14,2004,2007
"654",9727,"R","200508","200810","기타","#",156,2005,2008
"655",30552,"R","199909","201011","무직","중졸",86,1999,2010
"656",9554,"R","200507","200706","금융부문","고졸",13,2005,2007
"657",5334,"R","200210","200703","자유업","전문대졸",123,2002,2007
"658",23709,"P","199409","999912","기타","중졸",113,1994,9999
"659",26375,"R","199707","200904","기타","고졸",49,1997,2009
"660",23860,"R","199404","200809","사기업체","고졸",55,1994,2008
"661",9933,"P","200510","999912","무직","고졸",44,2005,9999
"662",8882,"R","200501","200701","기타","고졸",123,2005,2007
"663",7841,"R","200405","201507","기타","고졸",160,2004,2015
"664",11044,"R","200606","200701","기타","#",109,2006,2007
"665",10077,"R","200511","201001","보험관계인","고졸",266,2005,2010
"666",4676,"R","200206","200803","기타","고졸",113,2002,2008
"667",11213,"R","200608","200806","보험관계인","고졸",114,2006,2008
"668",10545,"R","200603","200701","일반기업","고졸",109,2006,2007
"669",11287,"R","200608","200710","기타","고졸",49,2006,2007
"670",5568,"R","200212","200903","보험관계인","고졸",241,2002,2009
"671",11197,"R","200608","200709","보험관계인","대학졸",114,2006,2007
"672",11779,"R","200701","201101","기타","#",16,2007,2011
"673",10654,"R","200603","201308","보험관계인","전문대졸",157,2006,2013
"674",11844,"R","200701","200811","기타","#",150,2007,2008
"675",6248,"R","200307","201111","기타","#",111,2003,2011
"676",24658,"R","199510","200907","기타","고졸",160,1995,2009
"677",7804,"P","200405","999912","기타","#",38,2004,9999
"678",11511,"R","200610","200705","보험관계인","고졸",77,2006,2007
"679",11871,"R","200701","200801","기타","#",80,2007,2008
"680",2458,"P","200104","999912","기타","#",23,2001,9999
"681",11768,"R","200701","200812","기타","고졸",124,2007,2008
"682",23528,"P","199404","999912","사기업체","#",305,1994,9999
"683",11920,"R","200702","200805","기타","고졸",59,2007,2008
"684",11327,"R","200609","200809","기타","대학졸",17,2006,2008
